drugbank_id	name	groups	pubchem_ids	description	indications	targets
DB04951	Pirfenidone	investigational; approved	40632	-	"For the treatment of idiopathic pulmonary fibrosis (IPF)."	Q15759; P53778; Q16539; P01375; P09958; O15264
DB00777	Propiomazine	approved	4940	-	"Propiomazine is largely used for its antihistamininc sleep inducing effects in treating insomnia."	P08172; P08173; P28335; P11229; P20309; P28223; P21728; P25100; P08912; P14416; P35368; P35367; P35348; P21917
DB00952	Naratriptan	investigational; approved	4440	-	"For the acute treatment of migraine attacks with or without aura in adults."	P30939; P28566; P28222; P28221; P08908
DB09338	Mersalyl	experimental	443130	-	"Elevated blood pressure, edema [L1577, L1585]."	P05186; P53985; P29972
DB00775	Tirofiban	approved	60947	-	"For treatment, in combination with heparin, of acute coronary syndrome, including patients who are to be managed medically and those undergoing PTCA or atherectomy."	P08514; P17301; P05106
DB00774	Hydroflumethiazide	investigational; approved	3647	-	"Used as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. Also used in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertension."	P00918; P22748; P43166; P05023; Q13621; P00915; P55017; Q16790; O43570; Q12791
DB06554	Gaboxadol	investigational	3448	-	"Investigated for use/treatment in sleep disorders and insomnia."	P24046; P28472; P18505; A8MPY1; Q16445; O14764; P48169; P47870; P28476; Q8N1C3; P31644; P14867; P47869; P34903; O00591; P78334
DB06558	Tezosentan	investigational	151174	-	"Investigated for use/treatment in congestive heart failure, liver disease, and heart disease."	P24530; P25101
DB00772	Malathion	investigational; approved	4004	-	"For patients infected with Pediculus humanus capitis (head lice and their ova) of the scalp hair."	P48039; P22303; P06276
DB04573	Estriol	investigational; approved; vet_approved	5756	-	"Used as a test to determine the general health of an unborn fetus."	P04150; P04278; P31645; P03372; Q92731
DB06480	Prucalopride	approved	3052762	-	"Prucalopride is indicated for the treatment of chronic idiopathic constipation (CIC) in adults.[L4882]    CIC is one of the most common chronic functional gastrointestinal disorders worldwide. The diagnosis of this agent is very hard and it can be confirmed if the patient experience at least two of the following:    -Straining during more than 25% of the bowel movements.    -Lumpy or hard stools in 25% of the bowel movements.    -Sensation of incomplete evacuation in more than 25% of all bowel movements.    -Sensation of anorectal blockage or obstruction in more than 25% of the bowel movements.    -Manual maneuvers required in more than 25% of the bowel movements.    -Fewer than 3 bowel movements per week.[L4883]"	P46098; Q13639; P18440
DB00890	Dienestrol	investigational; approved	667476	-	"For use in the treatment of atrophic vaginitis and kraurosis vulvae."	P04278; P03372
DB09280	Lumacaftor	approved	16678941	-	"When given in combination with [DB08820] as the fixed dose combination product Orkambi, lumacaftor is indicated for the treatment of cystic fibrosis (CF) in patients age 6 years and older who are homozygous for the F508del mutation in the CFTR gene. [FDA Label]"	P13569
DB05928	Dovitinib	investigational	9977819	-	"Investigated for use/treatment in multiple myeloma and solid tumors."	P00533; P36888; P07333; P21802; P09619; P16234; P17948; P35968; P35916; O75469; P11362; P06213; P22607; P10721
DB09283	Trapidil	experimental	5531	-	"Used in the treatment of chronic stable angina [A19770]."	P09619; P35913
DB09285	Morniflumate	experimental	72106	-	"  Morniflumate is indicated for the treatment of inflammatory conditions affecting the airways, ENT system, urogenital tract and bone and joint systems in adults. In Italy, morniflumate is also indicated for the treatment of pain associated with ear, nose, throat (ENT) and gastrointestinal inflammatory conditions in children.  Morniflumate is a well established NSAID that has been in use for over three decades in Italy (particularly for the treatment of upper respiratory tract infections in children), France, Belgium, Austria, Switzerland, Spain and Portugal, it has a generally favorable tolerability profile."	P21731; Q15722
DB09286	Pipamperone	investigational	4830	-	"Treatment of chronic psychoses and states of aggressiveness of various origins [L1515]."	P28335; P14416; P18825; P28221; P28222; P28223; P18089; P41595; P30939; P08588; P21728; P08913; P25100; P35462; P08908; P35367; P07550; P21917
DB09288	Propacetamol	experimental	68865	-	"Propacetamol is a paracetamol prodrug of intravenous administration used to control fever and pain of perioperative period in multimodal analgesia therapy.[L1511]"	Q8NER1; P35354; P21554; P23219
DB09289	Tianeptine	investigational	68870	-	"Used primarily in the treatment of major depressive disorder and anxiety [A31969]. It is currently being studied for fibromyalgia pain treatment [L1426]."	P35372; P08908; P35462; P21917; P42261
DB00673	Aprepitant	investigational; approved	6918365	-	"For the prevention of nausea and vomiting associated with highly emetogenic cancer chemotherapy, including high-dose cisplatin (in combination with other antiemetic agents)."	P35270; P27352; P08684; P25103
DB05458	Pozanicline	investigational	178052	-	"Investigated for use/treatment in Alzheimer's disease, Attention Deficit/Hyperactivity Disorder (ADHD), and Schizophrenia and schizoaffective disorders."	Q15825; P17787; P43681; P30532
DB00894	Testolactone	investigational; approved	13769	-	"For palliative treatment of advanced breast cancer in postmenopausal women."	P11511
DB00895	Benzylpenicilloyl polylysine	approved	45266800	-	"For use as a adjunct in assessing the risk of administering penicillin (benzylpenicillin or penicillin G)."	P30273; P12319
DB05855	Rivanicline	investigational	5310967	-	"Investigated for use/treatment in ulcerative colitis."	P17787; P43681; P10145
DB05630	Sodium stibogluconate	investigational; approved	56927674	-	"For the treatment of various types of a protozoal infection called leishmaniasis, which may result from sandfly bites in tropical and temperate parts of the world. Also investigated for use/treatment in cancer/tumors (unspecified) and solid tumors."	P29350; P11387
DB06448	Lonafarnib	investigational	148195	-	"Investigated for use/treatment in solid tumors, leukemia (unspecified), and lung cancer."	P49354; P49356; P17936; P01112; P01111; P01116
DB08887	Icosapent ethyl	investigational; approved; nutraceutical	9831415	-	"Icosapent ethyl is used as adjunct therapy to reduce triglyceride (TG) levels in adults with severe (>500 mg/dL) hypertriglyceridemia. "	Q03181; O75907; P35354; P23219; P37231
DB08881	Vemurafenib	approved	42611257	-	"Vemurafenib is approved since 2011 for the treatment of metastatic melanoma with a mutation on BRAF in the valine located in the exon 15 at codon 600, this mutation is denominated as V600E.[A31270] The V600E mutation, a substitution of glutamic acid for valine, accounts for 54% of the cases of cutaneous melanoma.[A31271]   Vemurafenib approval was extended in 2017, for its use as a treatment of adult patients with Erdheim-Chester Disease whose cancer cells present BRAF V600 mutation.[L1013] Erdheim-Chester disease is an extremely rare histiocyte cell disorder that affects large bones, large vessels, central nervous system, as well as, skin and lungs. It is reported an association of Erdheim-Chester disease and V600E mutation.[A31272]"	P15056; P35968; P04049
DB08880	Teriflunomide	approved	54684141	-	"Used in the treatment of relapsing forms of multiple sclerosis (MS)."	Q02127
DB08883	Perampanel	approved	9924495	-	"Used in patients over 12 years old for the treatment of partial-onset seizures that may or may not occur with generalized seizures."	P42261; P48058; P42262; P42263
DB08882	Linagliptin	approved	10096344	-	"Linagliptin is indicated for the treatment of type II diabetes in addition to diet and exercise[L9557]. It should not be used to treat type I diabetes or in diabetic ketoacidosis.[L9557] An extended-release combination product containing empagliflozin, linagliptin, and metformin was approved by the FDA in January 2020 for the improvement of glycemic control in adults with type 2 diabetes mellitus when used adjunctively with diet and exercise.[L11479]"	P11229; P27487
DB08889	Carfilzomib	investigational; approved	11556711	-	"Carfilzomib is indicated for the treatment of patients with multiple myeloma who have received at least two prior therapies including bortezomib and an immunomodulatory agent and have demonstrated disease progression on or within 60 days of completion of the last therapy. Approval is based on response rate. "	O00487; O00231; O00232; P28066; P28065; P28062; O14818; P20618; O43242; P51665; Q16186; Q8TAA3; P25786; P25787; P25788; Q99460; A5LHX3; P17980; P40306; Q15008; P25789; P28074; P55036; P28070; P28072; Q13200; P60896; P48556; Q99436; P49720; P62191; P62333; P62195; Q9UNM6; P60900; P35998; P49721; P43686
DB02659	Cholic Acid	approved	221493	-	"Oral cholic acid is indicated for: treatment of bile acid synthesis disorders due to single enzyme defects, and as adjunctive treatment of peroxisomal disorders including Zellweger spectrum disorders in patients who exhibit manifestations of liver disease, steatorrhea or complications from decreased fat soluble vitamin absorption. "	Q02221; P23141; P20674; P14854; P09669; P04054; P00414; P22830; P24310; P24311; P00395; P10606; Q96RI1; P10176; P15954; P00403; P00326; P13073; P51161; P62508; P54965; Q8TDU6
DB01440	gamma-Hydroxybutyric acid	illicit; investigational; approved	3037032	-	"Used as a general anesthetic, to treat conditions such as insomnia, clinical depression, narcolepsy, and alcoholism, and to improve athletic performance. "	P31639; O75899; Q9HAB3; Q9UBS5; P18505
DB12924	Ozenoxacin	investigational; approved	9863827	-	"Ozenoxacin cream is indicated for the topical treatment of impetigo caused by *Staphylococcus aureus* or *Streptococcus pyogenes* in patients aged 2 months of age and older [FDA Label]."	P0C1S7; P20831; P0DG06; P0AFI2; P0DG02; P0C1U9; P0A0K8; P0DG04; P43700
DB11348	Calcium Phosphate	approved	24456	-	"For use as an over the counter calcium and phosphate supplement, antacid, or a source of calcium and phosphate in toothpaste [FDA Label] [L851]."	P04271; Q99828; O14958; O75838; P0DP25; P28676; P27797; Q15493; P13693; Q99584; P09486; O75340; P80303; P27824; Q96FQ6; Q9ULB1; P62166; P0DP24; Q99653; Q9UBV8; Q86UW7; P0DP23; P41180; P35556; P06703; P31415; P30626; Q9ULU8; Q02818; P22676; Q96L12; Q75N90; Q13938; P58400
DB05708	GTS-21	investigational	5310985	-	"Investigated for use/treatment in alzheimer's disease and schizophrenia and schizoaffective disorders."	Q494W8; P36544
DB01294	Bismuth subsalicylate	vet_approved; approved	16682734	-	"Used to treat nausea, heartburn, indigestion, upset stomach, diarrhea, and other temporary discomforts of the stomach and gastrointestinal tract."	P02768; P35354; P23219
DB11582	Thiocolchicoside	experimental	9915886	-	"  Thiocolchicoside is a  skeletal muscle-relaxant drug used in the treatment of orthopedic, traumatic and rheumatologic disorders [L1661]. It is indicated as an adjuvant drug in the treatment of painful muscle contractures and is indicated in acute spinal pathology, for adults and adolescents 16 years of age and older [L1658]. Recent studies have examined its effect on muscle tone, stiffness, contractures, and soreness experienced by athletes during sporting competitions [L1664]."	Q9UN88; P23415; P18507; P18505; O14788; P47870; P14867; P47869
DB11581	Venetoclax	investigational; approved	49846579	-	"A BCL-2 inhibitor indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL), with or without 17p deletion, who have received at least one prior therapy [FDA label]."	P10415; Q07820; Q07817; Q92843
DB11586	Asunaprevir	investigational; approved; withdrawn	16076883	-	"Asunaprevir is indicated in combination with other agents for the treatment of chronic hepatitis C in adult patients with hepatitis C virus genotypes 1 or 4 and compensated liver cirrhosis.[L2278]     Hepatitis C is a liver disease caused by the hepatitis C virus. The chronic state of this condition accounts for 60-80% of the cases from which the risk of cirrhosis of the liver within 20 years is of around 15-30%.[L2281] The genotype 1 is the most common type of hepatitis C in the United States and the most difficult to treat.[L2282]"	P26663
